condition_name,exp_selected_item_name,selected_LANDLINE_ONLY,availablity_addon_LANDLINE_ONLY,selected_EVENING_WEEKEND,selected_ANYTIME_LANDLINE_MOBILE,selected_INTERNATIONAL_300,total_addon_cost_paid,exp_likelihoodToTake,demogAge,BB_current_provider,BB_current_plan,BB_current_contract_length,BB_usage_email,BB_usage_browsing,BB_usage_music_podcasts,BB_usage_TV_movies,BB_usage_video_calls,BB_usage_large_files,BB_usage_downloading_games,BB_usage_playing_games,VF_SEG_statements_1,VF_SEG_statements_2,VF_SEG_statements_3,MOB_current_mobile_provider,demogEducation,demogMaritalStatus,VF_SEG_living_arrangements,demogRegion,demogRural_urban,VF_current_landline_service,is_female,demogWorkStatus_2,demogHouseIncome_value_k,demogTotalHHSize,hh_num_under_18,has_children_under_18,is_mobile,BB_price_is_bundled,BB_current_spend_seperate_abs,BB_current_spend_bundled_abs,BB_current_time_with_provider_abs,MOB_current_mobile_plan_type_2,MOB_time_with_current_mobile_provider_abs,VF_SEGMENT,VF_current_landline_usage_bin,willing_to_wait_score
3) LL add-on at £3,3_Superfast_100,0,1,0,0,0,0,7,60,Other,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Most days,Every day,Most days,Most days,Occasionally,Occasionally,Occasionally,Occasionally,2  Agree ,2  Agree ,4  Agree ,Vodafone,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with other members of my family.,East England,Town,Yes,1,Retired,27.5,3,0,0,1,0,22,0,0.166666667,PAYG,1.166666667,Boomerang,0,1
2) LL add-on at £1,8_Pro_ultrafast_500,0,1,1,0,1,10,5,64,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Most days,Occasionally,Most days,Rarely,Occasionally,Every day,2  Agree ,1  Strongly    Agree ,5  Strongly  Agree ,Virgin Mobile,Masters or other higher degree,Single,I live alone.,London,City Suburb,Yes,0,Full_time,62.5,1,0,0,0,1,0,81,5.5,PAYM,3.25,Single empty nester (45-64yrs),0,3.8
1) LL add-on at £0,6_Pro_superfast_100,0,1,0,0,0,0,9,58,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),I^m not in a contract / My contract has already expired,Occasionally,Every day,Rarely,Every day,Rarely,Rarely,Rarely,Every day,1  Strongly    Agree ,2  Agree ,3  Neutral ,Vodafone,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,Yorkshire and the Humber,City Centre,Yes,1,Unemployed_homemaker_student_other,37.5,3,1,1,1,0,53,0,10,SIMO,4.833333333,Older Family (min. one child >=13yrs),1,3.4
1) LL add-on at £0,7_Pro_ultrafast_200,1,1,0,0,0,0,6,54,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in less than 3 months,Most days,Most days,Occasionally,Rarely,Most days,Rarely,Rarely,Rarely,4  Agree ,3  Neutral ,1  Strongly    Agree ,EE,GCSE or equivalent,Single,I live with housemates or other unrelated people.,London,City Suburb,Yes,0,Unemployed_seeking,12.5,2,0,0,1,0,50,0,5,SIMO,11,Other Collective,1,3.2
4) LL add-on at £5,4_Pro_superfast_1,0,1,0,1,0,8,5,52,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 3-6 months,Every day,Every day,Most days,Most days,Occasionally,Occasionally,Occasionally,Occasionally,1  Strongly    Agree ,3  Neutral ,2  Agree ,EE,Masters or other higher degree,Married / Civil Partnership / Living as Married,I live with other members of my family.,London,City Suburb,Don't Know,1,Part_time,62.5,4,0,0,0,1,0,70,2,PAYM,2,Three generations in one home,0,3
5) Call bundles only,5_Pro_superfast_2,0,0,0,0,0,0,7,68,TalkTalk,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Never,Rarely,Occasionally,Rarely,Never,Never,2  Agree ,4  Agree ,4  Agree ,giffgaff,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,East Midlands,Town,Yes,0,Retired,22.5,2,0,0,0,0,25,0,0.166666667,SIMO,3.5,Switcher,0,3.2
5) Call bundles only,8_Pro_ultrafast_500,0,0,0,0,0,0,2,54,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Most days,Most days,Rarely,Occasionally,Never,Occasionally,1  Strongly    Agree ,3  Neutral ,4  Agree ,O2,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,East Midlands,Town,Yes,0,Full_time,62.5,2,0,0,0,1,0,100,11,PAYM,11,Sticker,0,3.8
3) LL add-on at £3,3_Superfast_100,0,1,0,0,0,0,4,28,Plusnet,Fibre Broadband (Up to 52Mb/s),My contract expires in less than 3 months,Every day,Every day,Occasionally,Every day,Occasionally,Never,Rarely,Most days,2  Agree ,4  Agree ,2  Agree ,EE,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,East England,Village,Yes,1,Full_time,45,2,0,0,0,1,0,24.99,1.333333333,PAYM,11,Switcher,0,3.4
2) LL add-on at £1,2_Superfast_2,0,1,0,0,0,0,5,54,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,2  Agree ,3  Neutral ,4  Agree ,O2,Bachelor or first degree equivalent,Single,I live alone.,North West England,City Suburb,Yes,1,Full_time,32.5,1,0,0,0,0,25,0,3.083333333,PAYM,6.333333333,Single empty nester (45-64yrs),0,1.8
5) Call bundles only,2_Superfast_2,0,0,0,1,0,8,3,70,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Occasionally,Never,Never,Rarely,Rarely,Never,Never,5  Strongly  Agree ,5  Strongly  Agree ,5  Strongly  Agree ,Tesco Mobile,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South West England,City Suburb,Yes,0,Retired,32.5,2,0,0,0,0,40,0,9.333333333,PAYG,2,Retired couples (>65yrs),1,3.4
2) LL add-on at £1,2_Superfast_2,0,1,0,0,0,0,5,48,Sky,Standard broadband (Up to 17MB/s),My contract expires in between 6 months and a year,Every day,Every day,Most days,Every day,Occasionally,Occasionally,Rarely,Every day,1  Strongly    Agree ,3  Neutral ,5  Strongly  Agree ,ID,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,North West England,Town,Yes,1,Unemployed_homemaker_student_other,62.5,4,2,1,0,0,25,0,8,SIMO,3,Sticker,0,3.4
1) LL add-on at £0,3_Superfast_100,0,1,0,0,0,0,5,59,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Every day,Never,Never,Never,Never,1  Strongly    Agree ,1  Strongly    Agree ,5  Strongly  Agree ,Virgin Mobile,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,North West England,Town,Yes,1,Full_time,27.5,5,1,1,0,1,0,65,11.25,SIMO,11.33333333,Sticker,0,3.2
0) Baseline,3_Superfast_100,0,0,0,0,0,0,6,66,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Most days,Most days,Rarely,Occasionally,Rarely,Rarely,2  Agree ,4  Agree ,2  Agree ,3,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North West England,Village,No,0,Full_time,37.5,2,0,0,0,0,30,0,11,PAYM,1.166666667,Switcher,0,4.2
4) LL add-on at £5,2_Superfast_2,0,1,1,0,0,5,8,68,Other,Standard broadband (Up to 17MB/s),I^m not in a contract / My contract has already expired,Every day,Every day,Every day,Every day,Most days,Occasionally,Occasionally,Occasionally,3  Neutral ,4  Agree ,4  Agree ,EE,Bachelor or first degree equivalent,Widowed / Divorced / Separated,I live alone.,Wales,Village,Yes,1,Retired,12.5,1,0,0,0,0,20,0,4,SIMO,5,Retired singles (>65yrs),0,2.2
5) Call bundles only,1_Superfast_1,0,0,0,0,0,0,5,64,Other,Standard broadband (Up to 17MB/s),I^m not in a contract / My contract has already expired,Every day,Most days,Never,Most days,Never,Never,Never,Never,2  Agree ,2  Agree ,5  Strongly  Agree ,Vodafone,GCSE or equivalent,Widowed / Divorced / Separated,I live alone.,Yorkshire and the Humber,City Suburb,No,1,Part_time,7.5,1,0,0,1,0,25,0,4.666666667,SIMO,11,Sticker,0,4
1) LL add-on at £0,1_Superfast_1,1,1,0,0,0,0,4,60,Sky,Standard broadband (Up to 17MB/s),My contract expires in over a years^ time,Every day,Every day,Rarely,Rarely,Occasionally,Rarely,Never,Never,2  Agree ,1  Strongly    Agree ,3  Neutral ,Other  ,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North East England,Town,Yes,0,Full_time,27.5,2,0,0,1,0,25,0,6.416666667,PAYG,4.583333333,Empty nester couples (45-64yrs),0,4.4
0) Baseline,9_Pro_gigafast_900,0,0,0,0,0,0,5,41,Virgin Media,Standard broadband (Up to 17MB/s),My contract expires in less than 3 months,Most days,Every day,Most days,Every day,Most days,Occasionally,Occasionally,Most days,2  Agree ,3  Neutral ,2  Agree ,Tesco Mobile,A-level or equivalent,Single,I live with other members of my family.,London,Town,Yes,1,Part_time,7.5,3,0,0,1,1,0,25,1.166666667,PAYG,1.25,Boomerang,1,2.6
4) LL add-on at £5,2_Superfast_2,0,1,0,0,0,0,5,53,EE,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Never,Every day,Never,Never,Never,Every day,1  Strongly    Agree ,3  Neutral ,5  Strongly  Agree ,Other  ,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Yorkshire and the Humber,City Suburb,Yes,0,Full_time,17.5,2,0,0,0,0,25,0,7.416666667,PAYG,0.083333333,Sticker,0,3.2
2) LL add-on at £1,1_Superfast_1,0,1,0,0,0,0,6,64,EE,Standard broadband (Up to 17MB/s),My contract expires in over a years^ time,Every day,Every day,Occasionally,Occasionally,Never,Rarely,Never,Never,1  Strongly    Agree ,2  Agree ,3  Neutral ,3,Other,Single,I live alone.,Yorkshire and the Humber,City Suburb,Yes,0,Unemployed_homemaker_student_other,7.5,1,0,0,0,0,20,0,3.166666667,SIMO,9,Single empty nester (45-64yrs),0,3.8
3) LL add-on at £3,4_Pro_superfast_1,1,1,0,0,0,3,7,70,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Every day,Every day,Never,Most days,Occasionally,Rarely,Never,Never,1  Strongly    Agree ,5  Strongly  Agree ,5  Strongly  Agree ,EE,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North East England,Village,Yes,0,Retired,62.5,2,0,0,1,0,35,0,11,PAYM,11,Switcher,0,1.2
5) Call bundles only,1_Superfast_1,0,0,0,0,0,0,8,55,Shell Energy Broadband,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Most days,Never,Rarely,Never,Never,2  Agree ,3  Neutral ,4  Agree ,Tesco Mobile,Vocational certificate,Single,I live alone.,East Midlands,City Suburb,Yes,1,Unemployed_seeking,3.75,1,0,0,1,0,21.99,0,0.083333333,SIMO,3,Single empty nester (45-64yrs),0,3.8
5) Call bundles only,3_Superfast_100,0,0,0,0,1,5,8,34,TalkTalk,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Every day,Every day,Rarely,Occasionally,Rarely,Every day,2  Agree ,4  Agree ,5  Strongly  Agree ,O2,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,West Midlands,City Suburb,Yes,0,Unemployed_seeking,17.5,2,0,0,0,0,30,0,2.833333333,PAYG,11,Switcher,1,4
4) LL add-on at £5,5_Pro_superfast_2,0,1,0,1,0,8,7,66,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in less than 3 months,Every day,Every day,Every day,Occasionally,Never,Rarely,Never,Never,1  Strongly    Agree ,2  Agree ,3  Neutral ,Vodafone,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South West England,Town,Yes,0,Retired,37.5,2,0,0,1,1,0,75,9.166666667,PAYM,11.08333333,Retired couples (>65yrs),1,3.2
2) LL add-on at £1,8_Pro_ultrafast_500,0,1,0,0,0,0,10,33,Other,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in between 3-6 months,Every day,Every day,Every day,Every day,Every day,Rarely,Never,Never,5  Strongly  Agree ,3  Neutral ,1  Strongly    Agree ,Vodafone,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with other members of my family.,South West England,Rural,No,0,Full_time,22.5,3,1,1,0,0,45,0,1,SIMO,0.25,Boomerang,0,2.4
4) LL add-on at £5,5_Pro_superfast_2,1,1,0,0,0,5,10,67,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Every day,Occasionally,Rarely,Never,Never,Never,1  Strongly    Agree ,1  Strongly    Agree ,5  Strongly  Agree ,Vodafone,Vocational certificate,Widowed / Divorced / Separated,I live alone.,London,City Suburb,Yes,0,Retired,17.5,1,0,0,0,1,0,65,11,PAYG,11,Sticker,1,3.6
5) Call bundles only,3_Superfast_100,0,0,0,1,0,8,5,69,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Every day,Never,Rarely,Never,Never,2  Agree ,1  Strongly    Agree ,5  Strongly  Agree ,O2,PhD,Widowed / Divorced / Separated,I live alone.,South East England,Town,Yes,1,Retired,45,1,0,0,1,1,0,35,11,PAYG,11,Sticker,1,4.2
2) LL add-on at £1,9_Pro_gigafast_900,0,1,0,0,0,0,1,56,Vodafone,Standard broadband (Up to 17MB/s),My contract expires in over a years^ time,Every day,Every day,Occasionally,Every day,Occasionally,Never,Never,Never,2  Agree ,3  Neutral ,4  Agree ,Other  ,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South East England,Town,No,1,Full_time,27.5,2,0,0,0,0,15,0,1.5,SIMO,3,Empty nester couples (45-64yrs),0,4.2
4) LL add-on at £5,3_Superfast_100,0,1,0,0,0,0,5,56,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 3-6 months,Most days,Most days,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,1  Strongly    Agree ,3  Neutral ,3  Neutral ,Tesco Mobile,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South West England,City Suburb,Yes,1,Unemployed_seeking,32.5,2,0,0,0,1,0,70,1.5,PAYM,3.416666667,Empty nester couples (45-64yrs),0,3.4
1) LL add-on at £0,7_Pro_ultrafast_200,0,1,0,1,0,8,7,59,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Occasionally,Occasionally,Most days,Rarely,Never,Occasionally,2  Agree ,2  Agree ,5  Strongly  Agree ,Virgin Mobile,Bachelor or first degree equivalent,Prefer not to say,I live alone.,East Midlands,Town,Yes,1,Part_time,22.5,1,0,0,0,1,0,50,0.416666667,SIMO,11,Sticker,1,3.2
0) Baseline,9_Pro_gigafast_900,0,0,0,0,0,0,10,71,Vodafone,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Every day,Every day,Occasionally,Occasionally,Never,Never,1  Strongly    Agree ,4  Agree ,5  Strongly  Agree ,giffgaff,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South East England,City Suburb,Yes,0,Retired,32.5,2,0,0,0,0,60,0,3.5,PAYG,2.25,Switcher,1,3.6
0) Baseline,1_Superfast_1,0,0,0,1,0,8,0,46,BT,Fast Fibre Broadband (Up to 100Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Occasionally,Every day,Rarely,Occasionally,Never,Never,1  Strongly    Agree ,2  Agree ,5  Strongly  Agree ,Virgin Mobile,Bachelor or first degree equivalent,Single,I live alone.,London,City Suburb,Yes,0,Unemployed_seeking,7.5,1,0,0,0,0,20,0,7.666666667,PAYM,11,Sticker,0,3.6
2) LL add-on at £1,1_Superfast_1,1,1,0,0,0,1,0,60,NOW Broadband,Standard broadband (Up to 17MB/s),My contract expires in between 3-6 months,Every day,Every day,Never,Never,Rarely,Rarely,Rarely,Every day,1  Strongly    Agree ,1  Strongly    Agree ,3  Neutral ,O2,GCSE or equivalent,Single,I live alone.,South East England,City Centre,Yes,1,Unemployed_homemaker_student_other,7.5,1,0,0,0,0,18,0,0.666666667,PAYG,11,Single empty nester (45-64yrs),0,3.6
1) LL add-on at £0,2_Superfast_2,0,1,0,1,0,8,2,75,TalkTalk,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Occasionally,Every day,Never,Never,Rarely,Never,Never,Never,1  Strongly    Agree ,2  Agree ,3  Neutral ,O2,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,East England,Town,Yes,0,Retired,32.5,2,0,0,0,1,0,27,8,PAYG,11,Retired couples (>65yrs),1,3.4
0) Baseline,3_Superfast_100,0,0,0,0,0,0,3,53,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Every day,Every day,Never,Every day,Most days,Rarely,Occasionally,Occasionally,2  Agree ,4  Agree ,4  Agree ,BT Mobile,GCSE or equivalent,Single,I live alone.,West Midlands,City Centre,Yes,0,Part_time,7.5,1,0,0,0,1,0,35,11,SIMO,2.5,Switcher,0,3.4
2) LL add-on at £1,2_Superfast_2,1,1,0,0,0,1,5,68,Virgin Media,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Occasionally,Most days,Occasionally,Rarely,Never,Never,2  Agree ,2  Agree ,1  Strongly    Agree ,EE,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,London,City Suburb,Yes,0,Retired,87.5,2,0,0,0,1,0,26,3,SIMO,11,Sticker,1,4
4) LL add-on at £5,8_Pro_ultrafast_500,0,1,0,1,0,8,7,38,TalkTalk,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Most days,Never,Never,Never,Never,Occasionally,Most days,3  Neutral ,4  Agree ,3  Neutral ,Vodafone,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,West Midlands,Town,Yes,0,Full_time,32.5,3,1,1,0,1,0,55,5,PAYM,5,Younger Family (children <=12yrs),1,3
1) LL add-on at £0,2_Superfast_2,0,1,0,1,0,8,5,50,BT,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Occasionally,Never,Occasionally,Most days,Occasionally,Never,1  Strongly    Agree ,1  Strongly    Agree ,5  Strongly  Agree ,Tesco Mobile,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South West England,Rural,Yes,0,Retired,1.25,2,0,0,0,1,0,31,11,PAYG,10,Sticker,1,4
4) LL add-on at £5,2_Superfast_2,0,1,0,1,0,8,6,73,TalkTalk,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Occasionally,Rarely,Rarely,Never,Never,1  Strongly    Agree ,2  Agree ,5  Strongly  Agree ,Virgin Mobile,Bachelor or first degree equivalent,Single,I live alone.,Yorkshire and the Humber,City Suburb,Yes,0,Retired,17.5,1,0,0,0,1,0,31,0.5,PAYM,11,Sticker,1,3.6
2) LL add-on at £1,1_Superfast_1,0,1,0,1,0,8,6,48,TalkTalk,Standard broadband (Up to 17MB/s),My contract expires in between 3-6 months,Most days,Every day,Every day,Every day,Occasionally,Occasionally,Rarely,Rarely,2  Agree ,5  Strongly  Agree ,5  Strongly  Agree ,Tesco Mobile,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,Northern Ireland,Village,Yes,0,Full_time,87.5,4,2,1,0,0,21.95,0,3.583333333,PAYM,6.583333333,Switcher,1,4.2
4) LL add-on at £5,2_Superfast_2,1,1,0,0,0,5,6,33,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in less than 3 months,Every day,Every day,Every day,Most days,Most days,Occasionally,Occasionally,Every day,2  Agree ,3  Neutral ,4  Agree ,EE,Other,Single,I live with other members of my family.,London,City Suburb,Yes,0,Unemployed_homemaker_student_other,12.5,3,0,0,0,0,25,0,5,PAYG,11,Sticker,1,4.4
2) LL add-on at £1,7_Pro_ultrafast_200,0,1,0,0,0,0,8,58,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Never,Most days,Most days,Rarely,Never,Rarely,1  Strongly    Agree ,3  Neutral ,2  Agree ,O2,GCSE or equivalent,Widowed / Divorced / Separated,I live with my / my partners children (under 18 years old).,London,City Suburb,Yes,1,Part_time,87.5,4,2,1,0,1,0,81,7.333333333,PAYM,1.416666667,Older Family (min. one child >=13yrs),0,3.4
0) Baseline,5_Pro_superfast_2,0,0,0,1,0,8,5,68,Plusnet,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Never,Rarely,Rarely,Never,Occasionally,2  Agree ,5  Strongly  Agree ,5  Strongly  Agree ,Vodafone,A-level or equivalent,Widowed / Divorced / Separated,I live with other members of my family.,North West England,Village,Yes,1,Retired,17.5,2,1,1,0,0,34,0,6,SIMO,3.166666667,Switcher,1,3.4
5) Call bundles only,9_Pro_gigafast_900,0,0,0,1,0,8,5,52,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Every day,Every day,Occasionally,Occasionally,Occasionally,Occasionally,2  Agree ,3  Neutral ,2  Agree ,Virgin Mobile,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,North West England,City Suburb,Yes,0,Part_time,62.5,4,2,1,0,1,0,100,4,SIMO,11,Sticker,1,4.2
2) LL add-on at £1,8_Pro_ultrafast_500,1,1,0,0,0,1,6,21,Plusnet,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Every day,Every day,Every day,Every day,Most days,Every day,2  Agree ,2  Agree ,3  Neutral ,O2,GCSE or equivalent,Single,I live with housemates or other unrelated people.,East Midlands,Town,Yes,1,Full_time,32.5,2,0,0,1,1,0,38,2,PAYG,3,Young Professionals,0,4.2
5) Call bundles only,1_Superfast_1,0,0,0,0,0,0,6,70,NOW Broadband,Standard broadband (Up to 17MB/s),My contract expires in less than 3 months,Every day,Every day,Never,Never,Never,Never,Never,Never,1  Strongly    Agree ,5  Strongly  Agree ,5  Strongly  Agree ,Vodafone,A-level or equivalent,Widowed / Divorced / Separated,I live alone.,South East England,Town,Yes,1,Retired,22.5,1,0,0,1,0,18,0,0.75,PAYG,6.5,Switcher,1,3.4
5) Call bundles only,1_Superfast_1,0,0,0,0,0,0,5,73,TalkTalk,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Every day,Every day,Most days,Never,Most days,Rarely,Never,Never,1  Strongly    Agree ,5  Strongly  Agree ,5  Strongly  Agree ,giffgaff,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with other members of my family.,London,City Suburb,Yes,1,Retired,62.5,3,0,0,0,1,0,24,0.5,PAYG,3.5,Switcher,0,3.4
5) Call bundles only,9_Pro_gigafast_900,0,0,0,1,0,8,6,65,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Rarely,Every day,Never,Occasionally,Never,Every day,4  Agree ,1  Strongly    Agree ,1  Strongly    Agree ,EE,Vocational certificate,Married / Civil Partnership / Living as Married,I live with other members of my family.,North West England,City Suburb,Yes,0,Unemployed_homemaker_student_other,37.5,3,0,0,0,1,0,39,2.416666667,PAYM,7.666666667,Boomerang,1,2.6
1) LL add-on at £0,7_Pro_ultrafast_200,0,1,0,1,0,8,8,80,Plusnet,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Every day,Every day,Most days,Every day,Every day,Occasionally,Never,Never,4  Agree ,3  Neutral ,4  Agree ,Vodafone,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,South East England,Town,Yes,0,Retired,27.5,3,0,0,0,0,29.5,0,1.833333333,SIMO,1.333333333,Older Family (min. one child >=13yrs),1,2.6
3) LL add-on at £3,1_Superfast_1,0,1,0,0,0,0,5,41,Virgin Media,Fibre Broadband (Up to 52Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Never,Never,Occasionally,Rarely,Never,Never,3  Neutral ,3  Neutral ,3  Neutral ,O2,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,South East England,City Suburb,Yes,1,Unemployed_homemaker_student_other,32.5,4,2,1,1,1,0,70,8,PAYM,11,Younger Family (children <=12yrs),0,2.6
2) LL add-on at £1,1_Superfast_1,0,1,1,0,0,5,4,44,TalkTalk,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Most days,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,1  Strongly    Agree ,1  Strongly    Agree ,5  Strongly  Agree ,Virgin Mobile,Bachelor or first degree equivalent,Widowed / Divorced / Separated,I live with other members of my family.,East England,Town,Yes,1,Full_time,45,4,1,1,0,0,24,0,11,SIMO,11,Sticker,1,4.4
0) Baseline,3_Superfast_100,0,0,0,1,1,13,7,76,Sky,Fibre Broadband (Up to 52Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Rarely,Rarely,Occasionally,Never,Never,Never,2  Agree ,5  Strongly  Agree ,4  Agree ,Sky Mobile,Masters or other higher degree,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,London,City Centre,Yes,0,Retired,45,2,0,0,0,1,0,141,4.166666667,SIMO,3.166666667,Switcher,1,4
4) LL add-on at £5,3_Superfast_100,0,1,0,0,0,0,7,42,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Most days,Every day,Occasionally,Most days,Rarely,Most days,1  Strongly    Agree ,1  Strongly    Agree ,1  Strongly    Agree ,3,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with other members of my family.,East England,Town,No,1,Unemployed_seeking,17.5,4,0,0,1,1,0,38,11,PAYG,2.25,Boomerang,0,3.4
4) LL add-on at £5,3_Superfast_100,1,1,0,0,0,5,5,65,Plusnet,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Most days,Every day,Most days,Occasionally,Every day,Every day,Never,Never,3  Neutral ,4  Agree ,4  Agree ,Other  ,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South West England,Rural,Yes,0,Retired,37.5,2,0,0,0,1,0,35,3.5,SIMO,4,Retired couples (>65yrs),1,3.4
4) LL add-on at £5,4_Pro_superfast_1,0,1,0,1,0,8,6,70,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Occasionally,Occasionally,Never,Never,Never,1  Strongly    Agree ,5  Strongly  Agree ,5  Strongly  Agree ,ID,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,London,City Suburb,Yes,0,Retired,22.5,2,0,0,1,1,0,54,1.25,SIMO,2.166666667,Switcher,1,3.6
